Unnamed: 0,Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],NODC Accession Number,WOD Cruise Identifier,WOD Unique Cast,Platform,Project,Originator's Cruise,Originator's Station,Originator's Station Number,Investigator,Institution,Source,Instruments,Methods,pH Scale,Depth Correction Info,Depth [m],Temperature [degrees_C],Salinity [psu],Oxygen [~$m~#mol/kg],Phosphate,Silicate,Nitrate,Nitrite [~$m~#mol/kg],pH,Chlorophyll [~$m~#g/l],Plankton/Biomass,Alkalinity [meq/l],NO2+NO3 [~$m~#mol/kg],pCO~_2 [~$m~#atm],tCO2,Tritium [TU],Helium [nmol/kg],~$d~#~^3He [%],~$D~#~^1~^4C [~%],~$d~#~^1~^3C [~%],Argon [nmol/kg],Neon [nmol/kg],CFC11 [pmol/kg],CFC12 [pmol/kg],CFC113 [pmol/kg],~$d~#~^1~^8O [~%],Transmissivity [m~^-~^1],SA,CT,pdens,Nstar,CT_resid,SA_resid,Phosphate_resid,Nitrate_resid,Silicate_resid,tCO2_resid,13CW_frac_total,NEPIW_frac_total,AAIW_frac_total,13CW_frac,NEPIW_frac,AAIW_frac,aerobic_remin,anaerobic_remin,Nitrate_to_aerobic_remin_ratio,Phosphate_to_aerobic_remin_ratio,Silicate_to_aerobic_remin_ratio,tCO2_to_aerobic_remin_ratio,Nitrate_to_anaerobic_remin_ratio,Phosphate_to_anaerobic_remin_ratio,Silicate_to_anaerobic_remin_ratio,tCO2_to_anaerobic_remin_ratio
2070,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,593.58,6.8362,34.515099,1.1,3.17,72.84,36.13,,7.34,,,2.3862,,2069.8999,2318.52468067478,,,,,,,,0.04,0.012,,,,34.687145,6.77827,27.075545,-14.589999999999996,0.0005867947803978246,0.004464873233330308,0.039862449380786105,0.0002612352737736595,0.0028141327793901674,0.0009544961060539756,0.04964441054398598,0.09932815636758627,0.04968384964859702,0.04964441054398598,0.09932815636758627,0.04968384964859702,0.031184548007844086,0.016345884323773496,1.2108061709858056,4.965068306494546e-17,14.52967405182967,8.072041139905371,9.46818984434859,0.0,12.498010594540139,7.574551875478872
2071,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,694.43,6.2814,34.508202,1.9,3.22,79.85,38.04,,7.34,,,2.4067,,2102.1001,2325.960796346006,,,,,,,,,,,,,34.681424,6.21649,27.145429,-13.480000000000004,0.0005900587746898965,0.00363464271102088,0.042429466139451456,3.262950429776301e-05,0.002834562411132255,0.0010513751925274532,0.040446393908603495,0.08096224977978325,0.04051596449163184,0.040446393908603495,0.08096224977978325,0.04051596449163184,0.03321381041978708,0.015278483055315083,1.3705341212925555,0.0,16.446409455510665,9.136894141950368,9.189329457358504,0.0,12.129914883713225,7.351463565886803
2072,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,796.81,5.5029,34.5112,3.5,3.25,89.05,40.51,,7.33,,,2.4046,,2137.1001,2340.62626685764,,,,,,,,,,,,,34.685528,5.43292,27.24644,-11.490000000000002,1.707967101985433e-13,4.263256428677817e-15,0.05150768240385454,1.0469832142218107e-12,0.12035975429823148,0.012806229624196334,9.227627417329146e-25,4.3358988869284085e-14,4.3365402297054545e-14,9.227627417329146e-25,4.3358988869284085e-14,4.3365402297054545e-14,0.03495201030125108,0.017818276184902098,1.1012229844248815,4.965068306494546e-17,13.214675813098575,7.341486562832544,6.280311232551004,0.0,8.290010826967327,5.0242489860408055
2073,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,798.79,5.5139,34.512699,3.5,3.27,90.48,40.71,,,,,2.4077,,2131.0,2338.0954334858434,,,,,,,,0.01,,,,,34.687056,5.44364,27.24635,-11.61,0.0,0.0,0.04766962185594438,3.6543160907315312e-09,1.063516559276434,0.1086292354225957,1.7290077483263213e-24,1.346706230259868e-24,0.0,1.7290077483263213e-24,1.346706230259868e-24,0.0,0.026964759031718997,0.013609661254021832,0.34988314259955555,3.510833468576701e-17,4.19859771119467,2.332554283997039,3.2721892139759796,7.021666937153402e-17,4.319289762448292,2.617751371180789
2077,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,198.05,11.7814,34.7061,3.7,2.64,35.57,27.16,,7.43,,,2.3657,,1658.5,2265.070952677785,,,,,,,,0.37,0.207,,,,34.873961,11.75105,26.413763,-15.080000000000002,0.0010297601954347708,0.004911606638563201,0.06426968398375814,0.00024544992124923707,0.0048437624904224,0.0016247797151967651,0.054639713096751134,0.10935481735698102,0.05471539040286531,0.054639713096751134,0.10935481735698102,0.05471539040286531,0.04504128473629103,0.015401159684451922,1.1381183982250795,3.510833468576701e-17,13.657420778700955,7.587455988167196,9.999999999999998,0.0,13.199999999999998,7.999999999999998
2078,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,248.78,11.1939,34.684399,1.7,2.71,36.77,27.17,,7.41,,,2.3606,,1714.7,2273.4381101471768,,,,,,,,0.263,0.143,,,,34.852582,11.1583,26.506941,-16.189999999999998,0.000735661299784921,0.006191083561756351,0.052705203185966984,0.0002119907390213279,0.0029598507160227914,0.0012524309193734566,0.06887882290727904,0.1378580272869429,0.06897929421265542,0.06887882290727904,0.1378580272869429,0.06897929421265542,0.04040829192904135,0.01559821456275631,1.2,0.0,14.400000000000002,8.0,8.724647912543068,0.0,11.516535244556852,6.979718330034455
2079,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,296.01,10.644,34.657299,1.2,2.77,39.72,27.3,,7.4,,,2.3831,,1775.7,2274.335399243512,,,,,,,,0.188,0.104,,,,34.825831,10.60404,26.585613,-17.02,0.0008839780783085711,0.005972283294959255,0.054402163166960595,0.00029569714019344684,0.0042022406885138105,0.0013303107708581197,0.06638801943145445,0.1328095345777864,0.06642170038503552,0.06638801943145445,0.1328095345777864,0.06642170038503552,0.034689094981390715,0.01665570137211953,0.8999989165210547,0.0,10.799986998252656,5.999992776807033,7.499998825737466,0.0,9.899998449973452,5.999999060589972
2080,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,400.48,8.9183,34.572601,1.1,2.96,53.06,30.17,,7.37,,,2.3739,,1926.2,2291.756493556703,,,,,,,,0.086,0.042,,,,34.7421,8.87193,26.810661,-17.189999999999998,0.0008857706433519864,0.006137902462544425,0.04618523463036555,0.00035103915157491574,0.004624618332495621,0.001149342512618654,0.06815840139462388,0.13627171752776807,0.06811349417831455,0.06815840139462388,0.13627171752776807,0.06811349417831455,0.031953990002408526,0.015006609846117016,1.1844173288977318,3.510833468576701e-17,14.213007946772782,7.896115525984877,7.499999999998559,0.0,9.899999999998098,5.999999999998848
2081,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,593.58,6.8362,34.515099,1.1,3.17,72.84,36.13,,7.34,,,2.3862,,2069.8999,2318.52468067478,,,,,,,,0.04,0.012,,,,34.687145,6.77827,27.075545,-14.589999999999996,0.0005867947803978246,0.004464873233330308,0.039862449380786105,0.0002612352737736595,0.0028141327793901674,0.0009544961060539756,0.04964441054398598,0.09932815636758627,0.04968384964859702,0.04964441054398598,0.09932815636758627,0.04968384964859702,0.031184548007844086,0.016345884323773496,1.2108061709858056,4.965068306494546e-17,14.52967405182967,8.072041139905371,9.46818984434859,0.0,12.498010594540139,7.574551875478872
2082,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,694.43,6.2814,34.508202,1.9,3.22,79.85,38.04,,7.34,,,2.4067,,2102.1001,2325.960796346006,,,,,,,,,,,,,34.681424,6.21649,27.145429,-13.480000000000004,0.0005900587746898965,0.00363464271102088,0.042429466139451456,3.262950429776301e-05,0.002834562411132255,0.0010513751925274532,0.040446393908603495,0.08096224977978325,0.04051596449163184,0.040446393908603495,0.08096224977978325,0.04051596449163184,0.03321381041978708,0.015278483055315083,1.3705341212925555,0.0,16.446409455510665,9.136894141950368,9.189329457358504,0.0,12.129914883713225,7.351463565886803
2083,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,796.81,5.5029,34.5112,3.5,3.25,89.05,40.51,,7.33,,,2.4046,,2137.1001,2340.62626685764,,,,,,,,,,,,,34.685528,5.43292,27.24644,-11.490000000000002,1.707967101985433e-13,4.263256428677817e-15,0.05150768240385454,1.0469832142218107e-12,0.12035975429823148,0.012806229624196334,9.227627417329146e-25,4.3358988869284085e-14,4.3365402297054545e-14,9.227627417329146e-25,4.3358988869284085e-14,4.3365402297054545e-14,0.03495201030125108,0.017818276184902098,1.1012229844248815,4.965068306494546e-17,13.214675813098575,7.341486562832544,6.280311232551004,0.0,8.290010826967327,5.0242489860408055
2084,WOD_UNITED STATES,7550914,B,1994-04-25T17:43,-110.005,22.7983,950.0,,US013600,7550914,DISCOVERER (R/V;c.s.WTEA;built 1966;decommissioned as NOAA Ship 1997;IMO6600814),WORLD OCEAN CIRCULATION EXPERIMENT (WOCE),31DSCG94_3,,,,"US DOC NOAA ERL PMEL (SEATTLE, WA)",,var2 = CTD: TYPE UNKNOWN,,,,798.79,5.5139,34.512699,3.5,3.27,90.48,40.71,,,,,2.4077,,2131.0,2338.0954334858434,,,,,,,,0.01,,,,,34.687056,5.44364,27.24635,-11.61,0.0,0.0,0.04766962185594438,3.6543160907315312e-09,1.063516559276434,0.1086292354225957,1.7290077483263213e-24,1.346706230259868e-24,0.0,1.7290077483263213e-24,1.346706230259868e-24,0.0,0.026964759031718997,0.013609661254021832,0.34988314259955555,3.510833468576701e-17,4.19859771119467,2.332554283997039,3.2721892139759796,7.021666937153402e-17,4.319289762448292,2.617751371180789
3598,WOD_UNITED STATES,11701939,B,2007-12-17T20:55,-110.0007,22.8672,262.0,,US028034,11701939,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,257.61,11.116,34.6689,6.2,2.63,38.2,26.1,,7.401,,,2.3852,,,2273.8226243917143,,,,,,,,0.545,0.325,,,,34.837099,11.07973,26.509269,-15.979999999999997,0.00047429018075127754,0.005120795806011793,0.04890943643196759,0.00011942417680742763,0.0017574525459466382,0.0011068469745317965,0.05698445485440218,0.11406653438647602,0.05708210125665396,0.05698445485440218,0.11406653438647602,0.05708210125665396,0.04762786028490278,0.01952771464520041,1.19515585302661,3.510833468576701e-17,14.341870236319314,7.967705686844065,9.078272873388045,0.0,11.983320192872219,7.262618298710432
3603,WOD_UNITED STATES,11701939,B,2007-12-17T20:55,-110.0007,22.8672,262.0,,US028034,11701939,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,257.61,11.116,34.6689,6.2,2.63,38.2,26.1,,7.401,,,2.3852,,,2273.8226243917143,,,,,,,,0.545,0.325,,,,34.837099,11.07973,26.509269,-15.979999999999997,0.00047429018075127754,0.005120795806011793,0.04890943643196759,0.00011942417680742763,0.0017574525459466382,0.0011068469745317965,0.05698445485440218,0.11406653438647602,0.05708210125665396,0.05698445485440218,0.11406653438647602,0.05708210125665396,0.04762786028490278,0.01952771464520041,1.19515585302661,3.510833468576701e-17,14.341870236319314,7.967705686844065,9.078272873388045,0.0,11.983320192872219,7.262618298710432
3606,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,247.98,11.4251,34.716999,8.8,2.66,40.7,26.2,,7.3991,,,2.3706,,,2278.541432885773,,,,,,,,0.602,0.362,,,,34.885334,11.38855,26.490002,-16.360000000000003,0.000553335326805569,0.006322303914846356,0.05319197687248975,2.59900012641236e-05,0.0020160705961875572,0.0011954866028497826,0.07034427944320819,0.14079715272643334,0.0704529014257716,0.07034427944320819,0.14079715272643334,0.0704529014257716,0.055004182704057686,0.023117315989212794,,,,,10.450122635669866,7.850462293418876e-17,13.794161879084221,8.360098108535894
3607,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,322.21,10.3173,34.637299,5.5,2.7,42.4,26.7,,7.3832,,,2.3663,,,2282.326753255072,,,,,,,,,,,,,34.806053,10.27522,26.627759,-16.500000000000004,0.0003256370949264014,0.005172363289736553,0.04249839104173226,0.00015388887623526114,0.0014672400640731204,0.0009520939502465672,0.05748278546806434,0.11497924374742685,0.05749648716771244,0.05748278546806434,0.11497924374742685,0.05749648716771244,0.04530541981450636,0.023418845853050416,1.3747727084866683,3.510833468576701e-17,16.497272501840037,9.165151389911127,9.051041680421767,0.0,11.947375018156734,7.240833344337413
3608,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,397.6,9.3418,34.591801,4.0,2.83,49.7,29.1,,7.3649,,,2.3713,,,2291.3874376062345,,,,,,,,0.211,0.124,,,,34.761353,9.29416,26.757833,-16.18,0.0004265720447391308,0.005174910700613614,0.038174514445161435,0.00010112870708085015,0.0017136290265946429,0.0009055734780985435,0.05754614981329114,0.11514544187032669,0.0575993306757645,0.05754614981329114,0.11514544187032669,0.0575993306757645,0.035687244268742604,0.01859222004311025,1.1178681990442032,0.0,13.414418388530438,7.4524546602946815,11.456439237380408,3.510833468576701e-17,15.122499793342138,9.165151389904327
3609,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,497.45,8.0146,34.5373,3.2,2.96,61.2,33.0,,7.3535,,,2.3829,,,2304.260282791212,,,,,,,,0.096,0.056,,,,34.708138,7.96125,26.923919,-14.36,0.0003743435446851623,0.003991756926677453,0.03732598748869081,6.269958403047554e-05,0.001259927050795228,0.0007934661058396041,0.04436976927276319,0.08875870298326384,0.04438898248290197,0.04436976927276319,0.08875870298326384,0.04438898248290197,0.02102144483620961,0.017144132428450594,1.369149784002212,0.0,16.429797408026545,9.127665226681415,9.959122515950257,0.0,13.14604172105434,7.967298012760207
3610,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,595.57,6.8157,34.515301,4.6,3.1,74.3,36.7,,7.337,,,2.3944,,,2319.199520983067,,,,,,,,0.048,0.027,,,,34.687375,6.75767,27.078515,-12.9,0.0003745686586549839,0.003343603774155692,0.03916496100386401,2.2137447635405897e-05,0.0013271198128489835,0.0008327807241771878,0.037196409995571854,0.07444385431620189,0.03724748750113761,0.037196409995571854,0.07444385431620189,0.03724748750113761,0.02395970138340258,0.01746582576283499,1.3747727084867523,0.0,16.497272501841024,9.16515138991168,9.921019731593642,3.510833468576701e-17,13.095746045703608,7.936815785274915
3611,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,694.92,6.2063,34.510601,3.8,3.15,81.1,38.8,,7.3321,,,2.4023,,,2327.4923937987646,,,,,,,,0.029,0.015,,,,34.683841,6.14173,27.156955,-11.6,0.0007739656362866281,0.002136124635916855,0.04437431970011683,2.3721096311839934e-05,0.0026624873449040275,0.0011061086153695307,0.023854664480002855,0.04784486014229588,0.023990406363881483,0.023854664480002855,0.04784486014229588,0.023990406363881483,0.028196961835519428,0.015669621891602845,0.9875958257281041,4.965068306494546e-17,11.851149908737247,6.583972171520695,8.687009957100626,0.0,11.466853143372823,6.9496079656805
3612,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,792.65,5.5222,34.5112,5.8,3.2,90.4,41.1,,7.3275,,,2.4106,,,2337.5165836565484,,,,,,,,0.019,0.009,,,,34.685484,5.45248,27.244049,-10.1,0.0,0.0,0.047427521772550635,4.378440139293351e-09,1.1183875757218817,0.11420854531752465,0.0,0.0,0.0,0.0,0.0,0.0,0.027549843560491005,0.012586299570240964,0.32845340677241563,0.0,3.9414408812689867,2.18968937848277,0.0,0.0,0.0,0.0
3613,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,848.28,5.3732,34.513401,4.8,3.21,92.7,41.5,,7.3296,,,2.4135,,,2340.098239444286,,,,,,,,0.017,0.007,,,,34.688259,5.29928,27.264565,-9.86,0.0,0.0,0.04625372505875943,1.0116016830410734e-08,1.3152106643063277,0.1342391091047213,0.0,0.0,0.0,0.0,0.0,0.0,0.026209791064193654,0.012587920617972833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,247.98,11.4251,34.716999,8.8,2.66,40.7,26.2,,7.3991,,,2.3706,,,2278.541432885773,,,,,,,,0.602,0.362,,,,34.885334,11.38855,26.490002,-16.360000000000003,0.000553335326805569,0.006322303914846356,0.05319197687248975,2.59900012641236e-05,0.0020160705961875572,0.0011954866028497826,0.07034427944320819,0.14079715272643334,0.0704529014257716,0.07034427944320819,0.14079715272643334,0.0704529014257716,0.055004182704057686,0.023117315989212794,,,,,10.450122635669866,7.850462293418876e-17,13.794161879084221,8.360098108535894
3617,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,322.21,10.3173,34.637299,5.5,2.7,42.4,26.7,,7.3832,,,2.3663,,,2282.326753255072,,,,,,,,,,,,,34.806053,10.27522,26.627759,-16.500000000000004,0.0003256370949264014,0.005172363289736553,0.04249839104173226,0.00015388887623526114,0.0014672400640731204,0.0009520939502465672,0.05748278546806434,0.11497924374742685,0.05749648716771244,0.05748278546806434,0.11497924374742685,0.05749648716771244,0.04530541981450636,0.023418845853050416,1.3747727084866683,3.510833468576701e-17,16.497272501840037,9.165151389911127,9.051041680421767,0.0,11.947375018156734,7.240833344337413
3618,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,397.6,9.3418,34.591801,4.0,2.83,49.7,29.1,,7.3649,,,2.3713,,,2291.3874376062345,,,,,,,,0.211,0.124,,,,34.761353,9.29416,26.757833,-16.18,0.0004265720447391308,0.005174910700613614,0.038174514445161435,0.00010112870708085015,0.0017136290265946429,0.0009055734780985435,0.05754614981329114,0.11514544187032669,0.0575993306757645,0.05754614981329114,0.11514544187032669,0.0575993306757645,0.035687244268742604,0.01859222004311025,1.1178681990442032,0.0,13.414418388530438,7.4524546602946815,11.456439237380408,3.510833468576701e-17,15.122499793342138,9.165151389904327
3619,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,497.45,8.0146,34.5373,3.2,2.96,61.2,33.0,,7.3535,,,2.3829,,,2304.260282791212,,,,,,,,0.096,0.056,,,,34.708138,7.96125,26.923919,-14.36,0.0003743435446851623,0.003991756926677453,0.03732598748869081,6.269958403047554e-05,0.001259927050795228,0.0007934661058396041,0.04436976927276319,0.08875870298326384,0.04438898248290197,0.04436976927276319,0.08875870298326384,0.04438898248290197,0.02102144483620961,0.017144132428450594,1.369149784002212,0.0,16.429797408026545,9.127665226681415,9.959122515950257,0.0,13.14604172105434,7.967298012760207
3620,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,595.57,6.8157,34.515301,4.6,3.1,74.3,36.7,,7.337,,,2.3944,,,2319.199520983067,,,,,,,,0.048,0.027,,,,34.687375,6.75767,27.078515,-12.9,0.0003745686586549839,0.003343603774155692,0.03916496100386401,2.2137447635405897e-05,0.0013271198128489835,0.0008327807241771878,0.037196409995571854,0.07444385431620189,0.03724748750113761,0.037196409995571854,0.07444385431620189,0.03724748750113761,0.02395970138340258,0.01746582576283499,1.3747727084867523,0.0,16.497272501841024,9.16515138991168,9.921019731593642,3.510833468576701e-17,13.095746045703608,7.936815785274915
3621,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,694.92,6.2063,34.510601,3.8,3.15,81.1,38.8,,7.3321,,,2.4023,,,2327.4923937987646,,,,,,,,0.029,0.015,,,,34.683841,6.14173,27.156955,-11.6,0.0007739656362866281,0.002136124635916855,0.04437431970011683,2.3721096311839934e-05,0.0026624873449040275,0.0011061086153695307,0.023854664480002855,0.04784486014229588,0.023990406363881483,0.023854664480002855,0.04784486014229588,0.023990406363881483,0.028196961835519428,0.015669621891602845,0.9875958257281041,4.965068306494546e-17,11.851149908737247,6.583972171520695,8.687009957100626,0.0,11.466853143372823,6.9496079656805
3622,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,792.65,5.5222,34.5112,5.8,3.2,90.4,41.1,,7.3275,,,2.4106,,,2337.5165836565484,,,,,,,,0.019,0.009,,,,34.685484,5.45248,27.244049,-10.1,0.0,0.0,0.047427521772550635,4.378440139293351e-09,1.1183875757218817,0.11420854531752465,0.0,0.0,0.0,0.0,0.0,0.0,0.027549843560491005,0.012586299570240964,0.32845340677241563,0.0,3.9414408812689867,2.18968937848277,0.0,0.0,0.0,0.0
3623,WOD_UNITED STATES,11701940,B,2007-12-17T22:52,-110.0015,22.799,848.0,,US028034,11701940,RONALD H. BROWN (NOAA ship;R/V;c.s.WTEC; built 04.1997; IMO9105786),,33RO20071215,,,,,,var2 = CTD: TYPE UNKNOWN,,,,848.28,5.3732,34.513401,4.8,3.21,92.7,41.5,,7.3296,,,2.4135,,,2340.098239444286,,,,,,,,0.017,0.007,,,,34.688259,5.29928,27.264565,-9.86,0.0,0.0,0.04625372505875943,1.0116016830410734e-08,1.3152106643063277,0.1342391091047213,0.0,0.0,0.0,0.0,0.0,0.0,0.026209791064193654,0.012587920617972833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
